id;zona;costo_final
PKG228700;NORTE;1379400.0
PKG229297;OESTE;1379400.0
PKG229360;NORTE;1379400.0
PKG233749;NORTE;1379400.0
PKG234586;CENTRO;1379400.0
PKG236566;SUR;1379400.0
PKG243216;SUR;1379400.0
PKG246421;SUR;1379400.0
PKG247472;SUR;1379400.0
PKG247881;OESTE;1379400.0
PKG248288;SUR;1379400.0
PKG249291;NORTE;1379400.0
PKG250761;SUR;1379400.0
PKG254910;NORTE;1379400.0
PKG257691;SUR;1379400.0
PKG257831;NORTE;1379400.0
PKG260054;OESTE;1379400.0
PKG260659;SUR;1379400.0
PKG261083;SUR;1379400.0
PKG261705;NORTE;1379400.0
PKG264250;NORTE;1379400.0
PKG265733;OESTE;1379400.0
PKG267005;NORTE;1379400.0
PKG267008;CENTRO;1379400.0
PKG267661;ESTE;1379400.0
PKG270048;NORTE;1379400.0
PKG271488;NORTE;1379400.0
PKG272785;NORTE;1379400.0
PKG273493;SUR;1379400.0
PKG273628;SUR;1379400.0
PKG274255;SUR;1379400.0
PKG274376;NORTE;1379400.0
PKG274938;SUR;1379400.0
PKG275609;ESTE;1379400.0
PKG282447;ESTE;1379400.0
PKG283184;SUR;1379400.0
PKG285333;ESTE;1379400.0
PKG286209;SUR;1379400.0
PKG287809;CENTRO;1379400.0
PKG289574;OESTE;1379400.0
PKG289585;OESTE;1379400.0
PKG291149;NORTE;1379400.0
PKG292569;CENTRO;1379400.0
PKG295775;CENTRO;1379400.0
PKG296815;NORTE;1379400.0
PKG297300;NORTE;1379400.0
PKG297568;SUR;1379400.0
PKG298038;SUR;1379400.0
PKG299287;CENTRO;1379400.0
PKG300008;ESTE;1379400.0
PKG300830;ESTE;1379400.0
PKG302027;OESTE;1379400.0
PKG305075;CENTRO;1379400.0
PKG306387;SUR;1379400.0
PKG307018;NORTE;1379400.0
PKG307095;NORTE;1379400.0
PKG307133;SUR;1379400.0
PKG307962;ESTE;1379400.0
PKG308084;CENTRO;1379400.0
PKG310815;CENTRO;1379400.0
PKG311197;SUR;1379400.0
PKG312372;OESTE;1379400.0
PKG315437;NORTE;1379400.0
PKG317457;SUR;1379400.0
PKG318186;NORTE;1379400.0
PKG319891;OESTE;1379400.0
PKG320200;NORTE;1379400.0
PKG320664;NORTE;1379400.0
PKG321329;SUR;1379400.0
PKG321611;OESTE;1379400.0
PKG322019;OESTE;1379400.0
PKG322150;NORTE;1379400.0
PKG322980;SUR;1379400.0
PKG323315;CENTRO;1379400.0
PKG324890;OESTE;1379400.0
PKG326476;SUR;1379400.0
PKG327291;ESTE;1379400.0
PKG328137;SUR;1379400.0
PKG328992;CENTRO;1379400.0
PKG329179;NORTE;1379400.0
PKG329203;SUR;1379400.0
PKG340136;CENTRO;1379400.0
PKG340155;CENTRO;1379400.0
PKG340759;SUR;1379400.0
PKG342102;NORTE;1379400.0
PKG344717;OESTE;1379400.0
PKG345520;SUR;1379400.0
PKG346126;ESTE;1379400.0
PKG346475;OESTE;1379400.0
PKG348310;NORTE;1379400.0
PKG349290;OESTE;1379400.0
PKG349455;SUR;1379400.0
PKG349648;SUR;1379400.0
PKG349747;NORTE;1379400.0
PKG349826;ESTE;1379400.0
PKG353964;ESTE;1379400.0
PKG354318;OESTE;1379400.0
PKG354717;OESTE;1379400.0
PKG354973;CENTRO;1379400.0
PKG355574;SUR;1379400.0
PKG355634;NORTE;1379400.0
PKG356365;SUR;1379400.0
PKG356560;ESTE;1379400.0
PKG358645;CENTRO;1379400.0
PKG359264;NORTE;1379400.0
PKG360505;NORTE;1379400.0
PKG361880;CENTRO;1379400.0
PKG362284;NORTE;1379400.0
PKG364043;SUR;1379400.0
PKG364090;NORTE;1379400.0
PKG365234;ESTE;1379400.0
PKG365666;CENTRO;1379400.0
PKG366244;OESTE;1379400.0
PKG367814;ESTE;1379400.0
PKG369676;OESTE;1379400.0
PKG369971;OESTE;1379400.0
PKG372682;ESTE;1379400.0
PKG374521;CENTRO;1379400.0
PKG375535;NORTE;1379400.0
PKG376578;ESTE;1379400.0
PKG377151;NORTE;1379400.0
PKG378142;CENTRO;1379400.0
PKG378982;NORTE;1379400.0
PKG379620;NORTE;1379400.0
PKG381308;SUR;1379400.0
PKG386268;ESTE;1379400.0
PKG386743;ESTE;1379400.0
PKG388387;SUR;1379400.0
PKG388469;SUR;1379400.0
PKG390649;ESTE;1379400.0
PKG391060;NORTE;1379400.0
PKG391446;NORTE;1379400.0
PKG392382;SUR;1379400.0
PKG395073;SUR;1379400.0
PKG395242;SUR;1379400.0
PKG395502;ESTE;1379400.0
PKG396507;NORTE;1379400.0
PKG397178;NORTE;1379400.0
PKG397247;NORTE;1379400.0
PKG397288;CENTRO;1379400.0
PKG397850;ESTE;1379400.0
PKG398921;SUR;1379400.0
PKG399938;OESTE;1379400.0
PKG400007;NORTE;1379400.0
PKG400286;CENTRO;1379400.0
PKG401812;ESTE;1379400.0
PKG403466;NORTE;1379400.0
PKG405204;SUR;1379400.0
PKG406027;NORTE;1379400.0
PKG407932;ESTE;1379400.0
PKG412049;NORTE;1379400.0
PKG414784;SUR;1379400.0
PKG416155;OESTE;1379400.0
PKG416687;CENTRO;1379400.0
PKG419909;OESTE;1379400.0
PKG420379;SUR;1379400.0
PKG424288;NORTE;1379400.0
PKG424575;NORTE;1379400.0
PKG424927;SUR;1379400.0
PKG426422;NORTE;1379400.0
PKG426698;SUR;1379400.0
PKG428496;SUR;1379400.0
PKG428699;NORTE;1379400.0
PKG429454;NORTE;1379400.0
PKG429611;ESTE;1379400.0
PKG431487;NORTE;1379400.0
PKG431715;CENTRO;1379400.0
PKG432519;NORTE;1379400.0
PKG433131;NORTE;1379400.0
PKG433197;NORTE;1379400.0
PKG433926;NORTE;1379400.0
PKG434589;SUR;1379400.0
PKG434935;SUR;1379400.0
PKG437046;NORTE;1379400.0
PKG437462;NORTE;1379400.0
PKG437963;NORTE;1379400.0
PKG438926;NORTE;1379400.0
PKG442090;NORTE;1379400.0
PKG442206;NORTE;1379400.0
PKG442720;SUR;1379400.0
PKG445554;CENTRO;1379400.0
PKG447014;SUR;1379400.0
PKG447370;OESTE;1379400.0
PKG448348;NORTE;1379400.0
PKG450514;SUR;1379400.0
PKG452459;SUR;1379400.0
PKG452821;CENTRO;1379400.0
PKG455419;NORTE;1379400.0
PKG456054;OESTE;1379400.0
PKG456263;ESTE;1379400.0
PKG456527;NORTE;1379400.0
PKG457720;CENTRO;1379400.0
PKG457736;NORTE;1379400.0
PKG459062;OESTE;1379400.0
PKG459231;NORTE;1379400.0
PKG460374;NORTE;1379400.0
PKG463697;OESTE;1379400.0
PKG463974;NORTE;1379400.0
PKG465175;OESTE;1379400.0
PKG467740;ESTE;1379400.0
PKG467812;SUR;1379400.0
PKG468031;SUR;1379400.0
PKG469736;OESTE;1379400.0
PKG471022;SUR;1379400.0
PKG471508;SUR;1379400.0
PKG473155;NORTE;1379400.0
PKG475603;OESTE;1379400.0
PKG475709;ESTE;1379400.0
PKG478900;SUR;1379400.0
PKG479937;NORTE;1379400.0
PKG481934;OESTE;1379400.0
PKG484191;ESTE;1379400.0
PKG485039;SUR;1379400.0
PKG486464;CENTRO;1379400.0
PKG488566;OESTE;1379400.0
PKG489376;NORTE;1379400.0
PKG489463;CENTRO;1379400.0
PKG490792;SUR;1379400.0
PKG492028;CENTRO;1379400.0
PKG492370;CENTRO;1379400.0
PKG492610;NORTE;1379400.0
PKG494648;NORTE;1379400.0
PKG495541;CENTRO;1379400.0
PKG496193;NORTE;1379400.0
PKG497849;ESTE;1379400.0
PKG17;NORTE;1377675.75
PKG2978;CENTRO;1377675.75
PKG7129;NORTE;1377675.75
PKG9259;CENTRO;1377675.75
PKG11841;NORTE;1377675.75
PKG15641;NORTE;1377675.75
PKG16923;NORTE;1377675.75
PKG17661;CENTRO;1377675.75
PKG19230;CENTRO;1377675.75
PKG20461;SUR;1377675.75
PKG21220;OESTE;1377675.75
PKG21596;CENTRO;1377675.75
PKG21957;SUR;1377675.75
PKG26889;NORTE;1377675.75
PKG32069;CENTRO;1377675.75
PKG32593;ESTE;1377675.75
PKG33031;SUR;1377675.75
PKG33161;ESTE;1377675.75
PKG34532;NORTE;1377675.75
PKG34594;ESTE;1377675.75
PKG37639;SUR;1377675.75
PKG38226;SUR;1377675.75
PKG38617;SUR;1377675.75
PKG38651;SUR;1377675.75
PKG39536;ESTE;1377675.75
PKG41464;SUR;1377675.75
PKG47214;CENTRO;1377675.75
PKG50790;ESTE;1377675.75
PKG52730;CENTRO;1377675.75
PKG53237;NORTE;1377675.75
PKG54005;NORTE;1377675.75
PKG55553;SUR;1377675.75
PKG58707;SUR;1377675.75
PKG59484;SUR;1377675.75
PKG59660;SUR;1377675.75
PKG61293;CENTRO;1377675.75
PKG61311;OESTE;1377675.75
PKG61532;NORTE;1377675.75
PKG64290;NORTE;1377675.75
PKG64567;ESTE;1377675.75
PKG66104;NORTE;1377675.75
PKG67792;NORTE;1377675.75
PKG68617;SUR;1377675.75
PKG68825;OESTE;1377675.75
PKG70635;NORTE;1377675.75
PKG71268;NORTE;1377675.75
PKG72065;ESTE;1377675.75
PKG75744;SUR;1377675.75
PKG78046;NORTE;1377675.75
PKG79520;SUR;1377675.75
PKG80846;SUR;1377675.75
PKG81023;NORTE;1377675.75
PKG82922;ESTE;1377675.75
PKG84788;OESTE;1377675.75
PKG85620;ESTE;1377675.75
PKG86863;SUR;1377675.75
PKG86909;ESTE;1377675.75
PKG87450;NORTE;1377675.75
PKG87963;SUR;1377675.75
PKG91363;OESTE;1377675.75
PKG92184;SUR;1377675.75
PKG92837;CENTRO;1377675.75
PKG93713;NORTE;1377675.75
PKG95891;ESTE;1377675.75
PKG96078;SUR;1377675.75
PKG101189;SUR;1377675.75
PKG103794;OESTE;1377675.75
PKG105020;CENTRO;1377675.75
PKG108734;CENTRO;1377675.75
PKG108806;NORTE;1377675.75
PKG111337;OESTE;1377675.75
PKG112913;ESTE;1377675.75
PKG113730;CENTRO;1377675.75
PKG115685;NORTE;1377675.75
PKG115976;NORTE;1377675.75
PKG119761;SUR;1377675.75
PKG120358;CENTRO;1377675.75
PKG121065;NORTE;1377675.75
PKG121905;OESTE;1377675.75
PKG122156;SUR;1377675.75
PKG130091;OESTE;1377675.75
PKG130914;CENTRO;1377675.75
PKG131676;NORTE;1377675.75
PKG132288;SUR;1377675.75
PKG133699;SUR;1377675.75
PKG135257;OESTE;1377675.75
PKG135918;NORTE;1377675.75
PKG136203;SUR;1377675.75
PKG137440;NORTE;1377675.75
PKG137473;NORTE;1377675.75
PKG138309;CENTRO;1377675.75
PKG139964;NORTE;1377675.75
PKG142450;SUR;1377675.75
PKG143540;NORTE;1377675.75
PKG143640;SUR;1377675.75
PKG145413;NORTE;1377675.75
PKG145614;SUR;1377675.75
PKG145681;CENTRO;1377675.75
PKG147064;CENTRO;1377675.75
PKG148533;NORTE;1377675.75
PKG148725;OESTE;1377675.75
PKG149070;ESTE;1377675.75
PKG149566;OESTE;1377675.75
PKG149708;ESTE;1377675.75
PKG150381;NORTE;1377675.75
PKG151448;CENTRO;1377675.75
PKG151945;OESTE;1377675.75
PKG153012;NORTE;1377675.75
PKG153414;NORTE;1377675.75
PKG155258;SUR;1377675.75
PKG155438;SUR;1377675.75
PKG155705;NORTE;1377675.75
PKG155864;ESTE;1377675.75
PKG158072;CENTRO;1377675.75
PKG158697;SUR;1377675.75
PKG159615;SUR;1377675.75
PKG161067;NORTE;1377675.75
PKG161950;ESTE;1377675.75
PKG164093;CENTRO;1377675.75
PKG166241;SUR;1377675.75
PKG167416;SUR;1377675.75
PKG167804;ESTE;1377675.75
PKG168259;SUR;1377675.75
PKG171711;NORTE;1377675.75
PKG171811;CENTRO;1377675.75
PKG172729;NORTE;1377675.75
PKG175226;ESTE;1377675.75
PKG176518;SUR;1377675.75
PKG176661;SUR;1377675.75
PKG178554;OESTE;1377675.75
PKG183742;NORTE;1377675.75
PKG184035;NORTE;1377675.75
PKG184438;SUR;1377675.75
PKG188150;CENTRO;1377675.75
PKG189418;NORTE;1377675.75
PKG189627;SUR;1377675.75
PKG191728;SUR;1377675.75
PKG192009;CENTRO;1377675.75
PKG192116;OESTE;1377675.75
PKG199040;CENTRO;1377675.75
PKG201375;SUR;1377675.75
PKG202488;ESTE;1377675.75
PKG203097;SUR;1377675.75
PKG204136;CENTRO;1377675.75
PKG204704;CENTRO;1377675.75
PKG206200;NORTE;1377675.75
PKG206765;SUR;1377675.75
PKG206911;NORTE;1377675.75
PKG207140;NORTE;1377675.75
PKG207384;SUR;1377675.75
PKG209300;NORTE;1377675.75
PKG209862;SUR;1377675.75
PKG212747;CENTRO;1377675.75
PKG212848;SUR;1377675.75
PKG213444;ESTE;1377675.75
PKG214628;ESTE;1377675.75
PKG214634;CENTRO;1377675.75
PKG215793;CENTRO;1377675.75
PKG215808;NORTE;1377675.75
PKG219623;NORTE;1377675.75
PKG219850;SUR;1377675.75
PKG220470;OESTE;1377675.75
PKG221258;NORTE;1377675.75
PKG221411;NORTE;1377675.75
PKG221539;SUR;1377675.75
PKG221884;SUR;1377675.75
PKG223059;SUR;1377675.75
PKG224746;ESTE;1377675.75
PKG225071;CENTRO;1377675.75
PKG226060;ESTE;1377675.75
PKG226346;OESTE;1377675.75
PKG226849;NORTE;1377675.75
PKG227989;OESTE;1377675.75
PKG228255;NORTE;1377675.75
PKG229617;SUR;1377675.75
PKG229783;NORTE;1377675.75
PKG229810;OESTE;1377675.75
PKG230552;NORTE;1377675.75
PKG232008;SUR;1377675.75
PKG232393;SUR;1377675.75
PKG238788;ESTE;1377675.75
PKG239505;NORTE;1377675.75
PKG241025;CENTRO;1377675.75
PKG241274;ESTE;1377675.75
PKG241284;OESTE;1377675.75
PKG242700;SUR;1377675.75
PKG243038;SUR;1377675.75
PKG247936;SUR;1377675.75
PKG248720;NORTE;1377675.75
PKG250057;SUR;1377675.75
PKG251128;NORTE;1377675.75
PKG257618;OESTE;1377675.75
PKG261941;ESTE;1377675.75
PKG262684;SUR;1377675.75
PKG262774;ESTE;1377675.75
PKG264279;NORTE;1377675.75
PKG265226;CENTRO;1377675.75
PKG265964;OESTE;1377675.75
PKG267172;SUR;1377675.75
PKG269421;SUR;1377675.75
PKG271964;SUR;1377675.75
PKG273303;SUR;1377675.75
PKG273429;SUR;1377675.75
PKG275725;CENTRO;1377675.75
PKG276052;ESTE;1377675.75
PKG277040;ESTE;1377675.75
PKG279604;ESTE;1377675.75
PKG280589;ESTE;1377675.75
PKG284002;ESTE;1377675.75
PKG284636;SUR;1377675.75
PKG286041;SUR;1377675.75
PKG287912;SUR;1377675.75
PKG288248;SUR;1377675.75
PKG289250;OESTE;1377675.75
PKG289924;NORTE;1377675.75
PKG290541;SUR;1377675.75
PKG291336;OESTE;1377675.75
PKG292173;NORTE;1377675.75
PKG292758;OESTE;1377675.75
PKG293077;SUR;1377675.75
PKG293952;OESTE;1377675.75
PKG294390;SUR;1377675.75
PKG294497;SUR;1377675.75
PKG294505;SUR;1377675.75
PKG296492;NORTE;1377675.75
PKG296812;NORTE;1377675.75
PKG300035;OESTE;1377675.75
PKG300618;ESTE;1377675.75
PKG301198;CENTRO;1377675.75
PKG301841;NORTE;1377675.75
PKG302359;NORTE;1377675.75
PKG308061;OESTE;1377675.75
PKG308803;CENTRO;1377675.75
PKG309540;OESTE;1377675.75
PKG313089;CENTRO;1377675.75
PKG314063;CENTRO;1377675.75
PKG314107;ESTE;1377675.75
PKG314416;CENTRO;1377675.75
PKG315295;CENTRO;1377675.75
PKG316789;NORTE;1377675.75
PKG318088;SUR;1377675.75
PKG318378;ESTE;1377675.75
PKG319670;SUR;1377675.75
PKG319851;SUR;1377675.75
PKG321998;OESTE;1377675.75
PKG323641;SUR;1377675.75
PKG325542;SUR;1377675.75
PKG327640;OESTE;1377675.75
PKG327794;NORTE;1377675.75
PKG332378;SUR;1377675.75
PKG333089;NORTE;1377675.75
PKG336996;SUR;1377675.75
PKG343188;NORTE;1377675.75
PKG346559;ESTE;1377675.75
PKG347421;OESTE;1377675.75
PKG348163;SUR;1377675.75
PKG348271;OESTE;1377675.75
PKG348486;NORTE;1377675.75
PKG352134;SUR;1377675.75
PKG352810;OESTE;1377675.75
PKG353193;NORTE;1377675.75
PKG353348;SUR;1377675.75
PKG354544;CENTRO;1377675.75
PKG354726;NORTE;1377675.75
PKG354753;NORTE;1377675.75
PKG357457;SUR;1377675.75
PKG358009;SUR;1377675.75
PKG363532;NORTE;1377675.75
PKG364165;SUR;1377675.75
PKG364967;SUR;1377675.75
PKG367248;SUR;1377675.75
PKG370652;NORTE;1377675.75
PKG371280;ESTE;1377675.75
PKG373033;SUR;1377675.75
PKG374344;NORTE;1377675.75
PKG376113;OESTE;1377675.75
PKG377597;SUR;1377675.75
PKG380853;SUR;1377675.75
PKG381402;SUR;1377675.75
PKG381789;SUR;1377675.75
PKG383121;NORTE;1377675.75
PKG386059;SUR;1377675.75
PKG390407;NORTE;1377675.75
PKG390794;ESTE;1377675.75
PKG390968;NORTE;1377675.75
PKG391122;NORTE;1377675.75
PKG393399;NORTE;1377675.75
PKG394081;NORTE;1377675.75
PKG396638;OESTE;1377675.75
PKG398020;ESTE;1377675.75
PKG404016;NORTE;1377675.75
PKG404766;ESTE;1377675.75
PKG404862;ESTE;1377675.75
PKG405258;NORTE;1377675.75
PKG408192;OESTE;1377675.75
PKG409875;SUR;1377675.75
PKG410572;SUR;1377675.75
PKG410627;OESTE;1377675.75
PKG411892;ESTE;1377675.75
PKG413115;NORTE;1377675.75
PKG415038;ESTE;1377675.75
PKG416308;SUR;1377675.75
PKG416626;SUR;1377675.75
PKG417741;SUR;1377675.75
PKG419877;SUR;1377675.75
PKG420653;CENTRO;1377675.75
PKG420757;SUR;1377675.75
PKG422774;OESTE;1377675.75
PKG423455;NORTE;1377675.75
PKG424605;NORTE;1377675.75
PKG425328;OESTE;1377675.75
PKG425456;ESTE;1377675.75
PKG427250;NORTE;1377675.75
PKG427497;SUR;1377675.75
PKG427597;SUR;1377675.75
PKG428418;SUR;1377675.75
PKG429448;CENTRO;1377675.75
PKG430048;OESTE;1377675.75
PKG433473;CENTRO;1377675.75
PKG435498;CENTRO;1377675.75
PKG436092;NORTE;1377675.75
PKG436226;SUR;1377675.75
PKG436530;OESTE;1377675.75
PKG442009;SUR;1377675.75
PKG443631;OESTE;1377675.75
PKG444019;ESTE;1377675.75
PKG444424;NORTE;1377675.75
PKG445809;CENTRO;1377675.75
PKG447915;SUR;1377675.75
PKG451471;NORTE;1377675.75
PKG454119;ESTE;1377675.75
PKG454837;NORTE;1377675.75
PKG455894;OESTE;1377675.75
PKG456153;CENTRO;1377675.75
PKG456903;CENTRO;1377675.75
PKG459282;NORTE;1377675.75
PKG459361;ESTE;1377675.75
PKG459597;NORTE;1377675.75
PKG464924;SUR;1377675.75
PKG466874;CENTRO;1377675.75
PKG468879;ESTE;1377675.75
PKG470644;NORTE;1377675.75
PKG472342;OESTE;1377675.75
PKG473285;CENTRO;1377675.75
PKG475138;SUR;1377675.75
PKG476759;SUR;1377675.75
PKG477966;CENTRO;1377675.75
PKG478929;NORTE;1377675.75
PKG479919;ESTE;1377675.75
PKG480385;CENTRO;1377675.75
PKG481793;ESTE;1377675.75
PKG482926;SUR;1377675.75
PKG483343;OESTE;1377675.75
PKG483746;CENTRO;1377675.75
PKG484799;ESTE;1377675.75
PKG486255;CENTRO;1377675.75
PKG487096;ESTE;1377675.75
PKG488457;NORTE;1377675.75
PKG488925;SUR;1377675.75
PKG492065;NORTE;1377675.75
PKG493231;SUR;1377675.75
PKG494084;ESTE;1377675.75
PKG494497;ESTE;1377675.75
PKG494960;ESTE;1377675.75
PKG495154;SUR;1377675.75
PKG495916;ESTE;1377675.75
PKG495976;NORTE;1377675.75
PKG496848;SUR;1377675.75
PKG497882;OESTE;1377675.75
PKG499465;NORTE;1377675.75
PKG1587;OESTE;1375951.5
PKG4721;SUR;1375951.5
PKG10337;OESTE;1375951.5
PKG11709;SUR;1375951.5
PKG14396;SUR;1375951.5
PKG15941;NORTE;1375951.5
PKG20897;NORTE;1375951.5
PKG22534;ESTE;1375951.5
PKG23356;SUR;1375951.5
PKG23947;SUR;1375951.5
PKG24125;NORTE;1375951.5
PKG25679;NORTE;1375951.5
PKG25953;ESTE;1375951.5
PKG27589;ESTE;1375951.5
PKG30681;NORTE;1375951.5
PKG31034;OESTE;1375951.5
PKG31619;SUR;1375951.5
PKG31710;SUR;1375951.5
PKG35478;SUR;1375951.5
PKG37883;NORTE;1375951.5
PKG38421;ESTE;1375951.5
PKG40929;NORTE;1375951.5
PKG41238;CENTRO;1375951.5
PKG43383;SUR;1375951.5
PKG43552;SUR;1375951.5
PKG43641;OESTE;1375951.5
PKG44309;CENTRO;1375951.5
PKG44441;CENTRO;1375951.5
PKG44474;SUR;1375951.5
PKG45073;NORTE;1375951.5
PKG45337;OESTE;1375951.5
PKG47075;SUR;1375951.5
PKG48601;NORTE;1375951.5
PKG49408;SUR;1375951.5
PKG49902;SUR;1375951.5
PKG50395;SUR;1375951.5
PKG51822;SUR;1375951.5
PKG52964;NORTE;1375951.5
PKG54127;CENTRO;1375951.5
PKG54797;ESTE;1375951.5
PKG54803;NORTE;1375951.5
PKG54915;ESTE;1375951.5
PKG55227;OESTE;1375951.5
PKG56990;CENTRO;1375951.5
PKG58829;NORTE;1375951.5
PKG59486;CENTRO;1375951.5
PKG59794;SUR;1375951.5
PKG60014;ESTE;1375951.5
PKG62314;CENTRO;1375951.5
PKG66703;NORTE;1375951.5
PKG67206;NORTE;1375951.5
PKG67213;NORTE;1375951.5
PKG68946;NORTE;1375951.5
PKG70079;CENTRO;1375951.5
PKG70512;OESTE;1375951.5
PKG70993;ESTE;1375951.5
PKG73278;OESTE;1375951.5
PKG73563;OESTE;1375951.5
PKG75614;NORTE;1375951.5
PKG77027;CENTRO;1375951.5
PKG77213;OESTE;1375951.5
PKG77222;OESTE;1375951.5
PKG77405;NORTE;1375951.5
PKG79615;NORTE;1375951.5
